id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
10050755,Rental unit in Antwerpen · ★4.59 · 1 bedroom · 1 bed · 1.5 baths,17189644,Irene,,Universiteitsbuurt,51.22289,4.41138,Entire home/apt,70,1,71,2020-07-20,0.75,1,326,0,
10170353,Rental unit in Antwerpen · ★4.24 · 3 bedrooms · 3 beds · 2 baths,52106350,Jackie,,Centraal Station,51.21747,4.42475,Entire home/apt,160,2,159,2023-07-31,1.72,5,331,13,
10196951,Home in Antwerpen · ★4.48 · 2 bedrooms · 1 bed · 1 shared bath,22962538,Griet,,Stuivenberg,51.22073,4.43665,Private room,45,2,23,2023-07-06,0.28,3,348,5,
10220506,Rental unit in Antwerpen · ★4.90 · 2 bedrooms · 2 beds · 1 bath,27425148,Delphine,,Eilandje,51.23165,4.40488,Entire home/apt,120,2,20,2018-03-18,0.22,1,0,0,
10582792,Home in Antwerpen · 4 bedrooms · 5 beds · 1.5 shared baths,33481052,Anne,,Borgerhout Intra Muros Zuid,51.21533,4.42782,Private room,220,10,1,2019-01-03,0.02,6,0,0,
10604260,Home in Antwerpen · ★4.90 · 1 bedroom · 4 beds · 1 private bath,10026319,Marc,,Historisch Centrum,51.22126388549805,4.404333114624023,Private room,80,1,295,2023-09-18,3.16,2,297,37,
10693965,Townhouse in Antwerpen · ★4.93 · 1 bedroom · 2 beds · 1 private bath,10026319,Marc,,Universiteitsbuurt,51.22043,4.40532,Private room,80,1,259,2023-09-17,2.81,2,301,34,
10743570,Rental unit in Antwerp · ★4.66 · 2 bedrooms · 4 beds · 1 bath,50969699,Petra,,Historisch Centrum,51.22142,4.40226,Entire home/apt,220,2,259,2023-07-17,3.20,2,314,45,
10865022,Loft in Antwerpen · ★4.82 · 1 bedroom · 1 bed · 1.5 baths,14336753,Bert,,Brederode,51.2025,4.39206,Entire home/apt,125,30,147,2023-01-05,1.58,5,277,2,
11004345,Rental unit in Antwerpen · ★4.84 · 1 bedroom · 2 beds · 1 bath,43247005,Rebecca,,Historisch Centrum,51.21987,4.40191,Entire home/apt,124,1,61,2023-09-10,1.21,14,356,12,
11007796,Rental unit in Antwerpen · ★4.78 · 1 bedroom · 2 beds · 1 bath,43247005,Rebecca,,Historisch Centrum,51.21997,4.40154,Entire home/apt,88,1,51,2023-05-27,0.59,14,343,3,
11036503,Rental unit in Antwerpen · ★4.34 · 2 bedrooms · 2 beds · 1 bath,57272728,Lahkim,,Centraal Station,51.219,4.41902,Entire home/apt,106,2,39,2023-04-11,0.42,2,322,2,
11054114,Rental unit in Antwerpen · ★4.11 · 2 bedrooms · 2 beds · 1 bath,57272728,Lahkim,,Amandus - Atheneum,51.21959,4.41798,Entire home/apt,106,2,21,2022-07-03,0.23,2,326,0,
11111703,Rental unit in Antwerpen · ★4.93 · 1 bedroom · 1 bed · 1.5 baths,57724118,Marc,,Borgerhout Intra Muros Zuid,51.2129,4.43048,Entire home/apt,85,5,30,2023-07-30,0.34,1,332,6,
11205171,Rental unit in Antwerpen · ★4.70 · 1 bedroom · 1 bed · 1 bath,13255065,Nathalie & Gerhard,,Universiteitsbuurt,51.22287,4.40876,Entire home/apt,65,7,144,2021-08-22,1.56,1,150,0,
11209398,Rental unit in Antwerpen · ★4.75 · 1 bedroom · 2 beds · 1 bath,43247005,Rebecca,,Historisch Centrum,51.22025,4.40167,Entire home/apt,93,1,20,2023-05-21,0.39,14,365,10,
11288058,Condo in Antwerpen · ★4.50 · 1 bedroom · 1 bed · 1.5 baths,57800268,DMaria,,Brederode,51.20634,4.39578,Entire home/apt,150,1,4,2023-09-15,0.62,1,363,4,
11299305,Condo in Antwerpen · ★5.0 · 1 bedroom · 2 beds · 1.5 baths,53149716,Michelle,,Stadspark,51.21045,4.41301,Entire home/apt,94,2,4,2022-10-16,0.30,1,0,1,
11361302,Rental unit in Antwerpen · 2 bedrooms · 2 beds · 1 bath,59517213,Gulpari,,Hoboken - Noord,51.17957,4.35678,Entire home/apt,600,1,0,,,1,0,0,
11386961,Rental unit in Antwerpen · ★4.86 · 2 bedrooms · 3 beds · 2.5 baths,29142151,Suzy,,Zuid,51.20866,4.38678,Entire home/apt,80,21,7,2022-03-07,0.08,3,265,0,
11649861,Rental unit in Antwerpen · ★4.52 · 1 bedroom · 1 bed · 1 bath,48249191,Lieven,,Theaterbuurt-Meir,51.21538,4.41326,Entire home/apt,100,1,61,2019-08-11,0.67,1,0,0,
11687167,Home in Antwerpen · ★4.60 · 1 bedroom · 1 bed · 2 shared baths,34035873,Warre,,Oud - Merksem,51.23853,4.44384,Private room,26,14,41,2022-09-30,0.46,1,30,1,
11702316,Home in Antwerpen · ★4.87 · 2 bedrooms · 3 beds · 1.5 baths,7639316,David,,Zuid,51.2111,4.40071,Private room,90,1,60,2023-05-29,1.11,1,89,4,
11878238,Condo in Antwerpen · ★4.74 · 1 bedroom · 1 bed · 1.5 baths,11154046,Rosemarie,,Deurne Zuid West,51.20777,4.45933,Entire home/apt,63,29,53,2023-05-30,0.62,1,0,8,
11898838,Rental unit in Antwerpen · ★4.92 · 1 bedroom · 1 bed · 1.5 baths,34913046,Laila,,Theaterbuurt-Meir,51.21915,4.40721,Entire home/apt,145,2,299,2023-09-11,3.30,1,209,48,
12065907,Townhouse in Antwerp · ★5.0 · 2 bedrooms · 2 beds · 2 baths,64643964,Klaas,,Stuivenberg,51.21944,4.43024,Entire home/apt,72,10,4,2023-07-01,0.05,3,14,1,
12100076,Rental unit in Antwerpen · ★4.83 · 1 bedroom · 1 bed · 1.5 baths,43673173,Daan,,Centraal Station,51.21384,4.41647,Entire home/apt,172,2,12,2023-07-08,0.14,2,128,4,
12215914,Loft in Antwerp · ★4.84 · Studio · 2 beds · 1 bath,65705918,Leen,,Borgerhout Intra Muros Noord,51.2145,4.43972,Entire home/apt,80,2,87,2023-07-27,0.96,1,76,8,
12238423,Rental unit in Antwerpen · ★4.75 · 2 bedrooms · 3 beds · 1 bath,65855928,Jo,,Stadspark,51.20719,4.41085,Entire home/apt,74,7,245,2023-09-14,2.75,4,141,48,
12312880,Home in Antwerpen · ★4.71 · 1 bedroom · 1 bed · 1.5 baths,60969448,Bjorn,,Haringrode,51.20459,4.42121,Private room,80,2,141,2023-08-06,2.09,1,120,20,
12340028,Loft in Antwerpen · ★4.67 · 2 bedrooms · 2 beds · 1 bath,6890762,Marieke,,Oud - Berchem,51.19943,4.42674,Entire home/apt,55,3,9,2021-08-23,0.28,1,125,0,
12425295,Rental unit in Antwerpen · ★4.51 · 2 bedrooms · 2 beds · 1 bath,67208812,Annabel,,Harmonie,51.20904,4.40551,Entire home/apt,83,211,35,2021-10-06,0.40,1,0,0,
12443915,Rental unit in Antwerpen · ★4.72 · 2 bedrooms · 3 beds · 1 bath,67322181,Eli,,Centraal Station,51.21641,4.41725,Entire home/apt,120,1,68,2023-07-20,0.76,8,230,1,
12452412,Rental unit in Antwerpen · ★4.69 · 2 bedrooms · 3 beds · 1 bath,67322181,Eli,,Centraal Station,51.21641,4.41725,Entire home/apt,121,1,201,2023-07-31,2.23,8,148,12,
12509158,Loft in Antwerpen · ★4.68 · 1 bedroom · 1 bed · 1 bath,2452987,Eveline,,Amandus - Atheneum,51.22234,4.4172,Entire home/apt,88,12,32,2022-01-20,0.46,1,0,0,
12576409,Rental unit in Antwerpen · ★4.75 · 1 bedroom · 2 beds · 1 bath,43247005,Rebecca,,Historisch Centrum,51.21917,4.40067,Entire home/apt,88,2,48,2023-05-14,0.58,14,319,5,
12637515,Rental unit in Antwerpen · ★4.53 · 2 bedrooms · 3 beds · 1 bath,67322181,Eli,,Centraal Station,51.21641,4.41725,Entire home/apt,124,1,180,2023-07-24,2.08,8,250,22,
12646547,Rental unit in Antwerpen · ★4.86 · 1 bedroom · 2 beds · 1 bath,43247005,Rebecca,,Historisch Centrum,51.22,4.3999,Entire home/apt,86,1,72,2023-08-12,0.86,14,365,12,
12659772,Home in Antwerpen · ★4.82 · 2 bedrooms · 2 beds · 1.5 baths,11811395,Pauline,,Zuid,51.20868,4.39783,Entire home/apt,115,2,50,2023-08-26,0.57,1,353,11,
12734670,Home in Antwerpen · ★4.83 · 1 bedroom · 1 bed · 1 private bath,54840474,Bianca,,Borgerhout Extra Muros,51.20527,4.45229,Private room,82,7,36,2023-03-31,0.41,2,274,1,
12734817,Condo in Antwerpen · 1 bedroom · 1 bed · 1 bath,54840474,Bianca,,Borgerhout Extra Muros,51.20578,4.45056,Entire home/apt,89,28,1,2023-03-31,0.17,2,7,1,
12746696,Loft in Antwerpen · ★4.96 · 2 bedrooms · 2 beds · 1 bath,3922134,Erwin,,Universiteitsbuurt,51.22561,4.41052,Entire home/apt,114,2,455,2023-09-10,5.06,1,269,67,
12749687,Loft in Antwerpen · ★4.93 · 1 bedroom · 1 bed · 1.5 baths,4699615,Johan,,Markgrave,51.20131,4.40221,Entire home/apt,105,2,102,2023-09-10,1.17,1,8,30,
12752072,Rental unit in Antwerpen · ★4.92 · 2 bedrooms · 2 beds · 1 bath,23445793,Margo,,Groenenhoek,51.19898,4.44045,Entire home/apt,90,1,38,2023-08-27,0.42,1,87,4,
12775598,Condo in Antwerpen · ★4.92 · 1 bedroom · 1 bed · 1.5 baths,19151354,Seher,,Deurne Noord,51.231,4.45288,Entire home/apt,95,1,26,2023-05-21,1.73,1,353,15,
12862721,Rental unit in Antwerpen · ★4.86 · 2 bedrooms · 5 beds · 1 bath,46432178,Jef,,Borgerhout Extra Muros,51.21027,4.44593,Entire home/apt,77,2,89,2019-05-23,1.00,1,0,0,
12864070,Rental unit in Antwerpen · ★4.85 · 1 bedroom · 1 bed · 1 bath,70325465,Dries,,Stadspark,51.20932,4.42215,Entire home/apt,80,3,146,2023-09-01,1.67,1,63,16,
12901967,Rental unit in Antwerpen · 1 bedroom · 1 bed · 1 bath,70678810,Winok,,Nieuw - Zuid,51.20752,4.38341,Private room,17,30,1,2016-09-01,0.01,1,32,0,
12959452,Rental unit in Antwerpen · ★4.74 · 2 bedrooms · 3 beds · 1 bath,43247005,Rebecca,,Historisch Centrum,51.21992,4.40074,Entire home/apt,115,1,203,2023-09-14,2.29,14,351,11,
13147334,Camper/RV in Antwerpen · 1 bedroom · Half-bath,32609540,Emilie,,Deurne Noord,51.22694,4.45803,Entire home/apt,124,2,0,,,1,365,0,
13189346,Rental unit in Antwerpen · ★4.94 · 1 bedroom · 1 bed · 1 bath,1935190,Linda,,Zuid,51.21093,4.39753,Entire home/apt,95,1,17,2023-08-28,0.21,2,147,8,
13249852,Rental unit in Antwerpen · ★4.75 · 3 bedrooms · 1 bed · 1 shared bath,69740310,Brecht,,Tentoonstellingswijk,51.19154,4.38876,Private room,800,5,31,2017-03-03,0.35,1,89,0,
13263169,Home in Antwerpen · ★4.90 · 1 bedroom · 1 bed · 1 bath,28086961,Kim,,Kiel,51.19,4.37648,Entire home/apt,65,50,29,2017-11-18,0.34,1,89,0,
13306153,Rental unit in Antwerpen · ★4.61 · 1 bedroom · 1 bed · 1 shared bath,4586965,Mariona,,Kiel,51.18269,4.39044,Private room,75,1,57,2023-08-20,0.64,2,355,8,
13350400,Condo in Antwerpen · ★4.89 · Studio · 2 beds · 1 bath,32949554,Stéphane En Anneke,,Stadspark,51.20963,4.40863,Entire home/apt,97,2,146,2023-09-09,1.65,1,329,26,
13372879,Rental unit in Antwerpen · ★4.85 · 1 bedroom · 1 bed · 1 bath,12108305,Stéphanie,,Tentoonstellingswijk,51.19281,4.39243,Entire home/apt,80,2,83,2023-09-10,0.95,2,1,15,
13426813,Rental unit in Antwerpen · ★4.54 · 1 bedroom · 1 bed · 1.5 baths,27585607,Christel,,Amandus - Atheneum,51.22361,4.42185,Entire home/apt,64,2,349,2023-09-15,3.95,2,333,57,
13427359,Loft in Antwerpen · ★4.69 · 3 bedrooms · 4 beds · 2 baths,6930093,"Ian, Jande En Marie",,Borgerhout Intra Muros Zuid,51.21467,4.43242,Entire home/apt,202,3,182,2023-09-09,2.09,4,154,20,
13463319,Condo in Antwerpen · ★4.95 · 2 bedrooms · 3 beds · 1 bath,61749084,Karmen,,Deurne Zuid West,51.20509,4.46296,Entire home/apt,51,2,20,2023-07-27,0.23,1,10,2,
13490121,Condo in Antwerpen · 1 bedroom · 1 bed · 1 bath,20012564,Joakim,,Linkeroever,51.22083,4.36772,Entire home/apt,99,5,0,,,1,0,0,
13601093,Home in Antwerpen · ★4.67 · 1 bedroom · 1 bed · 1.5 shared baths,64643964,Klaas,,Stuivenberg,51.22042,4.43053,Private room,46,1,328,2023-09-06,3.71,3,69,18,
13640722,Rental unit in Antwerpen · ★4.96 · 2 bedrooms · 3 beds · 1.5 baths,3042153,Hannes,,Eilandje,51.23149,4.41288,Entire home/apt,149,2,388,2023-09-09,5.52,3,298,49,
13651005,Rental unit in Antwerpen · ★New · 1 bedroom · 1 bed · 1 bath,3493319,Glenn,,Oud - Berchem,51.19449,4.41372,Private room,90,2,0,,,2,69,0,
13670107,Rental unit in Antwerpen · ★4.92 · 1 bedroom · 1 bed · 1 bath,77953413,Stefan En Eva,,Borgerhout Intra Muros Zuid,51.21058,4.43518,Entire home/apt,45,4,38,2022-07-31,0.44,2,0,0,
13722848,Serviced apartment in Antwerpen · ★4.87 · 1 bedroom · 2 beds · 1.5 baths,38724058,Anatoly,,Brederode,51.20646,4.40239,Entire home/apt,135,1,68,2023-08-17,0.85,3,66,20,
14060986,Home in Antwerpen · ★4.55 · 1 bedroom · 1 bed · 1 bath,17124778,Ines,,Deurne Dorp - Gallifort,51.22003,4.45725,Entire home/apt,59,1,130,2023-09-22,1.50,1,154,54,
14147454,Condo in Antwerpen · ★4.93 · 1 bedroom · 1 bed · 1 bath,85451540,Marianne,,Amandus - Atheneum,51.223365783691406,4.4191107749938965,Entire home/apt,150,28,68,2019-07-29,0.79,3,94,0,
14195513,Rental unit in Antwerpen · ★New · 1 bedroom · 1 bed · 1 bath,81686996,Carl,,Centraal Station,51.21428621212418,4.42619706169036,Entire home/apt,65,60,0,,,1,219,0,
14327385,Rental unit in Antwerpen · ★4.75 · 2 bedrooms · 2 beds · 1.5 baths,87675727,Ekaterina,,Eilandje,51.23099,4.4095,Entire home/apt,207,1,32,2023-08-06,2.80,1,350,32,
14436448,Rental unit in Antwerpen · ★4.67 · 1 bedroom · 1 bed · 1 bath,88868109,Dries,,Zuid,51.20687,4.38928,Entire home/apt,60,20,39,2021-04-30,0.46,1,207,0,
14527835,Rental unit in Antwerpen · ★4.82 · 1 bedroom · 2 beds · 1 bath,2702001,Tom & Carla,,Sint-Andries,51.21557,4.39889,Entire home/apt,81,2,374,2023-08-27,4.48,1,49,50,
14798944,Rental unit in Antwerpen · ★4.86 · 1 bedroom · 1 bed · 1 bath,1839854,Stijn&Magali,,Amandus - Atheneum,51.21979522705078,4.423407077789307,Entire home/apt,70,2,336,2023-09-18,3.94,2,262,68,
14813245,Rental unit in Antwerpen · ★4.41 · 1 bedroom · 1 bed · 1 bath,6068286,Frédéric,,Zuid,51.20966,4.40144,Entire home/apt,80,2,22,2023-01-24,0.26,4,217,4,
14855524,Loft in Antwerpen · ★4.93 · 2 bedrooms · 2 beds · 1.5 baths,43247005,Rebecca,,Theaterbuurt-Meir,51.21805,4.41342,Entire home/apt,183,1,193,2023-08-18,2.26,14,335,5,
14890511,Condo in Antwerpen · ★4.88 · 2 bedrooms · 2 beds · 1.5 baths,14367631,Michiel,,Historisch Centrum,51.2224,4.4027,Entire home/apt,161,2,72,2023-09-04,7.71,8,329,72,
14897210,Townhouse in Antwerpen · ★4.76 · 3 bedrooms · 4 beds · 2.5 baths,5875939,Joris,,Stadspark,51.2071,4.41587,Entire home/apt,900,2,34,2023-09-11,0.41,2,357,5,
14905174,Rental unit in Antwerpen · ★4.90 · 1 bedroom · 1 bed · 1.5 shared baths,93598620,Julie,,Wilrijk Centrum,51.17158,4.39222,Private room,35,5,49,2023-09-02,0.58,1,211,7,
14975438,Townhouse in Antwerpen · ★4.77 · 1 bedroom · 2 beds · 1 bath,94340401,Hendrik,,Borgerhout Intra Muros Noord,51.21772,4.43333,Private room,85,1,36,2023-06-09,0.43,2,171,12,
15217689,Home in Antwerpen · ★4.91 · 1 bedroom · 2 beds · 1 shared bath,82848998,Saskia,,Groenenhoek,51.19505,4.44115,Private room,36,2,209,2023-09-19,5.41,2,141,72,
15270962,Home in Antwerpen · ★4.89 · 1 bedroom · 1 bed · 1 bath,97157198,Joan,,Oud - Merksem,51.23944,4.4438,Private room,50,2,36,2021-06-13,0.42,1,0,0,
15291805,Rental unit in Antwerpen · ★4.40 · 1 bedroom · 2 beds · 1 bath,97216733,Benjamin,,Centraal Station,51.21246,4.42175,Entire home/apt,45,1,5,2020-09-25,0.12,1,0,0,
15402549,Condo in Antwerpen · ★5.0 · 1 bedroom · 1 bed · 1.5 baths,43601150,Gregory,,Harmonie,51.20826,4.40792,Entire home/apt,120,3,16,2023-09-09,1.09,1,4,7,
15464986,Townhouse in Antwerpen · ★4.50 · 3 bedrooms · 6 beds · 1 private bath,40091080,Hilde,,Hoboken - Noord,51.1818,4.35238,Private room,210,2,4,2022-03-20,0.05,2,325,0,
15467146,Rental unit in Antwerpen · ★5.0 · 1 bedroom · 2 beds · 1 private bath,40091080,Hilde,,Hoboken - Noord,51.17912,4.35256,Private room,70,2,13,2022-10-12,0.16,2,332,1,
15519371,Rental unit in Antwerpen · ★4.45 · 1 bedroom · 2 beds · 1 bath,99750992,Tara,,Nieuwdreef,51.24598,4.43203,Entire home/apt,55,1,11,2023-08-06,0.80,2,265,10,
15650986,Rental unit in Antwerpen · ★4.88 · 1 bedroom · 2 beds · 1 bath,10342058,Sofie & Manu,,Zuid,51.20678,4.38816,Entire home/apt,65,2,16,2023-03-11,0.19,2,83,2,
15715672,Townhouse in Antwerpen · ★4.67 · 1 bedroom · 2 beds · 1 private bath,73367584,Veerle,,Hoboken - Centrum,51.17735,4.34941,Private room,69,2,15,2021-09-23,0.21,2,80,0,
15738162,Condo in Antwerpen · ★5.0 · 2 bedrooms · 4 beds · 2 baths,13238213,Maddy,,Borgerhout Intra Muros Zuid,51.21548,4.42678,Entire home/apt,80,2,22,2023-07-31,1.03,2,4,3,
15784571,Home in Antwerpen · ★4.67 · 1 bedroom · 1 bed · 1 bath,12541148,Sofie,,Borgerhout Intra Muros Noord,51.21656,4.44131,Entire home/apt,70,7,7,2023-07-22,0.09,1,319,2,
15853340,Townhouse in Antwerpen · ★4.70 · 1 bedroom · 1 bed · 1.5 shared baths,47960379,Marleen,,Haringrode,51.20027,4.42137,Private room,51,1,91,2023-08-14,1.11,1,361,16,
15878210,Condo in Antwerpen · ★4.55 · 1 bedroom · 1 bed · 1 bath,10985363,Niels,,Universiteitsbuurt,51.22274,4.40886,Entire home/apt,60,2,12,2019-11-03,0.14,1,0,0,
15929001,Rental unit in Antwerpen · ★4.29 · 2 bedrooms · 2 beds · 1 bath,103363284,Anouck,,Amandus - Atheneum,51.22958,4.41553,Entire home/apt,60,85,7,2022-01-31,0.09,9,1,0,
15949936,Rental unit in Antwerpen · ★4.87 · 2 bedrooms · 2 beds · 1.5 baths,24731798,Christel & Paul,,Stuivenberg,51.22011,4.42967,Entire home/apt,90,2,139,2023-09-10,1.73,2,81,22,
15952890,Loft in Antwerpen · ★4.87 · 1 bedroom · 4 beds · 1.5 baths,63528251,Slapen In Apen,,Historisch Centrum,51.21954,4.40028,Entire home/apt,124,2,127,2023-08-10,1.53,1,307,18,
16036168,Rental unit in Antwerpen · ★4.88 · 1 bedroom · 1 bed · 1.5 baths,104344031,Kristof,,Historisch Centrum,51.22437,4.40449,Entire home/apt,87,10,61,2023-08-02,0.74,1,165,7,
16040670,Rental unit in Antwerpen · ★4.92 · 1 bedroom · 1 bed · 1 shared bath,104393507,Kristien,,Deurne Zuid Oost,51.20076,4.4604,Private room,55,7,14,2019-05-16,0.19,1,0,0,
16068168,Rental unit in Antwerpen · ★5.0 · Studio · 1 bed · 1 bath,11483067,Santiago,,Harmonie,51.20231,4.41135,Entire home/apt,65,1,10,2017-04-30,0.12,1,21,0,
16107337,Home in Antwerpen · ★4.80 · Studio · 1 bed · 1 bath,19889207,Alex,,Historisch Centrum,51.22336,4.40191,Entire home/apt,71,2,521,2023-08-31,6.27,4,128,76,
16225766,Townhouse in Antwerpen · ★4.63 · 3 bedrooms · 4 beds · 2.5 baths,23844879,Jasmien,,Zurenborg,51.20906,4.43201,Entire home/apt,250,90,16,2017-07-31,0.19,2,52,0,
16238598,Rental unit in Antwerpen · ★4.81 · 1 bedroom · 1 bed · 1 bath,106146420,Patrick,,Historisch Centrum,51.22164,4.40213,Entire home/apt,80,2,326,2023-09-11,4.06,3,120,66,
16271484,Rental unit in Antwerp · ★4.61 · 1 bedroom · 1 bed · 1 bath,61929903,Hao,,Universiteitsbuurt,51.22629,4.40509,Entire home/apt,67,1,335,2023-09-20,4.80,1,112,44,
16291478,Tiny home in Antwerpen · ★4.99 · 1 bedroom · 2 beds · 1 bath,106578417,Greet,,Universiteitsbuurt,51.22473,4.40842,Entire home/apt,150,2,152,2023-09-03,1.85,1,324,47,
16317142,Rental unit in Antwerp · 1 bedroom · 1 bed · 1.5 baths,40169128,Charlotte,,Brederode,51.20059,4.39543,Entire home/apt,55,2,2,2019-07-11,0.03,1,0,0,
16424246,Rental unit in Antwerpen · ★5.0 · 2 bedrooms · 2 beds · 2 baths,103363284,Anouck,,Eilandje,51.23031,4.41825,Entire home/apt,60,65,4,2020-09-13,0.06,9,1,0,
16511289,Rental unit in Antwerpen · ★4.67 · 2 bedrooms · 2 beds · 1.5 baths,6418619,Henk,,Nieuw - Kwartier Oost,51.18005,4.43945,Entire home/apt,75,30,3,2018-05-20,0.04,1,0,0,
16546399,Home in Antwerpen · ★4.56 · 1 bedroom · 1 bed · 1 shared bath,20572492,JackieJ,,Borgerhout Intra Muros Zuid,51.21184,4.44241,Private room,27,2,25,2020-12-01,0.42,3,0,0,
16600225,Condo in Antwerp · ★4.53 · 1 bedroom · 2 beds · 1 bath,72841402,Pieter,,Amandus - Atheneum,51.219509,4.423173,Entire home/apt,38,2,181,2023-09-19,2.21,2,161,25,
16610326,Rental unit in Antwerpen · ★4.90 · 2 bedrooms · 3 beds · 1.5 baths,109618168,Chantal & Christian,,Borgerhout Intra Muros Noord,51.2171,4.432,Private room,91,2,52,2023-05-21,0.64,4,175,8,
16630701,Rental unit in Antwerpen · ★4.92 · 2 bedrooms · 3 beds · 1 bath,103947136,Charissa,,Universiteitsbuurt,51.22003,4.40823,Entire home/apt,160,1,84,2023-08-06,1.03,5,75,13,
16646044,Boutique hotel in Antwerpen · ★4.60 · 1 bedroom · 1 bed · 1 private bath,98500039,Isabelle,,Theaterbuurt-Meir,51.21539,4.40448,Private room,181,1,5,2023-08-04,0.07,1,80,1,
16723796,Rental unit in Antwerpen · ★4.77 · 1 bedroom · 1 bed · 1 bath,21590321,Ann,,Oud - Merksem,51.23923,4.43875,Entire home/apt,73,14,48,2023-08-05,0.59,1,164,8,
16733927,Home in Antwerpen · ★4.64 · 3 bedrooms · 5 beds · 3.5 baths,66092254,Bram,,Linkeroever,51.22059,4.38483,Entire home/apt,130,2,12,2023-07-18,0.15,1,0,2,
16792858,Townhouse in Antwerpen · ★4.76 · 4 bedrooms · 6 beds · 2.5 baths,11817841,Zola,,Universiteitsbuurt,51.22488,4.40814,Entire home/apt,222,1,367,2023-09-17,4.57,1,301,58,
16833815,Rental unit in Antwerpen · ★4.37 · 1 bedroom · 1 bed · 1 bath,110993942,Rev,,Amandus - Atheneum,51.21905,4.42299,Entire home/apt,99,2,27,2022-12-28,0.34,16,324,1,
16851403,Townhouse in Antwerpen · ★4.80 · 5 bedrooms · 7 beds · 1 bath,7611440,Riet,,Borgerhout Extra Muros,51.19847,4.45257,Entire home/apt,160,7,11,2022-08-11,0.15,1,234,0,
16891439,Rental unit in Antwerpen · ★4.66 · 1 bedroom · 1 bed · 1 bath,6533193,Evert,,Zuid,51.21199,4.39315,Entire home/apt,65,2,106,2022-05-29,1.37,1,61,0,
16978843,Townhouse in Antwerpen · ★4.88 · 1 bedroom · 1 bed · 1 private bath,113627827,Jeanine,,Zuid,51.21114,4.4004,Private room,80,1,120,2023-08-27,1.50,2,361,33,
17004023,Guest suite in Antwerpen · ★4.72 · 3 bedrooms · 6 beds · 2 baths,66188611,Vogelzang,,Sint-Andries,51.21736,4.39941,Entire home/apt,238,2,72,2023-08-13,0.90,1,298,14,
17010097,Rental unit in Antwerpen · ★4.71 · 2 bedrooms · 2 beds · 2.5 baths,14336753,Bert,,Brederode,51.20032,4.39132,Entire home/apt,170,2,21,2023-07-18,0.26,5,365,5,
17010887,Rental unit in Antwerpen · ★4.88 · 1 bedroom · 1 bed · 1 bath,14336753,Bert,,Brederode,51.20127,4.39004,Private room,450,4,34,2019-07-03,0.42,5,0,0,
17096268,Rental unit in Antwerpen · ★4.43 · 1 bedroom · 2 beds · 1.5 baths,38724058,Anatoly,,Brederode,51.20608,4.40247,Entire home/apt,135,1,21,2023-09-06,0.27,3,68,4,
17266710,Rental unit in Antwerpen · ★4.91 · 2 bedrooms · 2 beds · 1.5 baths,24731798,Christel & Paul,,Stuivenberg,51.21925,4.42958,Entire home/apt,91,2,102,2023-09-10,1.28,2,64,11,
17756295,Rental unit in Antwerpen · ★4.49 · 2 bedrooms · 2 beds · 1 bath,110993942,Rev,,Amandus - Atheneum,51.21885,4.4225,Entire home/apt,135,2,65,2023-06-30,0.82,16,321,7,
