id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
24061523,Townhouse in Antwerpen · ★4.80 · 2 bedrooms · 2 beds · 2.5 baths,181144506,Frederik,,Amandus - Atheneum,51.2211,4.41803,Entire home/apt,200,6,20,2021-09-30,0.30,1,24,0,
24170223,Rental unit in Antwerpen · 1 bedroom · 1 bed · 1.5 baths,8508094,Bert,,Groenenhoek,51.20238,4.4433,Entire home/apt,75,2,2,2020-02-09,0.05,2,0,0,
24340681,Townhouse in Antwerpen · ★4.70 · 3 bedrooms · 3 beds · 1 bath,43185160,Yan,,Oud - Berchem,51.20089,4.42336,Entire home/apt,155,2,184,2023-03-19,2.85,2,11,21,
24419851,Rental unit in Antwerpen · ★4.89 · 1 bedroom · 1 bed · 1 bath,22432864,Lenka,,Zuid,51.20753,4.38657,Entire home/apt,90,4,47,2023-09-08,0.71,1,331,20,
24445658,Rental unit in Antwerpen · ★4.88 · 1 bedroom · 1 bed · 1 shared bath,184622414,Yassine,,Hoboken - Noord,51.18731,4.37303,Private room,50,1,34,2023-08-13,0.51,1,0,6,
24486262,Rental unit in Antwerpen · ★4.75 · 1 bedroom · 1 bath,135610682,Leentje,,Historisch Centrum,51.22003,4.40253,Entire home/apt,72,2,247,2023-09-18,3.90,4,314,39,
24518063,Rental unit in Antwerpen · ★4.93 · 1 bedroom · 1 bed · 1.5 baths,334804,Ann,,Sint-Andries,51.21518,4.39316,Entire home/apt,69,1,28,2023-04-23,0.43,1,290,3,
24669581,Rental unit in Antwerpen · ★4.78 · Studio · 1 bed · 1 bath,33357801,Gerdje & Luc,,Theaterbuurt-Meir,51.21425,4.40782,Entire home/apt,85,2,51,2023-08-13,0.79,1,15,2,
24670984,Condo in Antwerpen · ★4.90 · 2 bedrooms · 3 beds · 1.5 baths,75599611,Yves,,Amandus - Atheneum,51.22067,4.42125,Entire home/apt,308,2,30,2022-12-29,0.48,1,178,2,
24812299,Rental unit in Antwerpen · ★5.0 · 1 bedroom · 1 bed · 1 bath,71443936,Gaelle,,Groenenhoek,51.18645,4.44369,Entire home/apt,59,1,18,2023-08-25,2.47,1,202,18,
24900105,Rental unit in Antwerpen · ★4.80 · 1 bedroom · 1 bed · 1.5 baths,188263278,Christine,,Zuid,51.20916,4.39688,Entire home/apt,113,2,46,2023-08-27,0.70,3,57,8,
25023469,Rental unit in Antwerpen · ★4.87 · 1 bedroom · 1 bed · 1 bath,184651827,Hans,,Oud - Berchem,51.19817,4.41595,Entire home/apt,450,2,31,2019-12-08,0.48,1,83,0,
25068907,Rental unit in Antwerpen · ★4.85 · 1 bedroom · 2 beds · 1 bath,50671362,Filip,,Hoboken - Centrum,51.17345,4.35422,Entire home/apt,52,2,59,2023-08-27,0.91,1,120,1,
25071158,Rental unit in Antwerpen · ★4.67 · 1 bedroom · 1 bed · 1 bath,820292,Jonas,,Centraal Station,51.21428,4.41627,Entire home/apt,38,8,46,2023-09-02,0.78,1,42,15,
25148862,Hotel in Antwerpen · 1 bedroom · 2 beds · 1 private bath,186414084,Yannick,,Nieuw - Zuid,51.20422,4.388,Private room,185,1,2,2022-02-05,0.06,3,342,0,
25150029,Hotel in Antwerpen · ★4.90 · 1 bedroom · 2 beds · 1 private bath,186414084,Yannick,,Nieuw - Zuid,51.20475,4.38782,Private room,173,1,10,2022-10-29,0.17,3,351,1,
25152004,Hotel in Antwerpen · 1 bedroom · 1 bed · 1 private bath,186414084,Yannick,,Nieuw - Zuid,51.20433,4.38846,Private room,85,1,1,2021-12-02,0.05,3,0,0,
25201647,Rental unit in Antwerpen · ★4.75 · 2 bedrooms · 2 beds · 1.5 baths,38459356,Anthony,,Historisch Centrum,51.22574,4.40007,Entire home/apt,100,6,12,2019-07-23,0.18,1,21,0,
25439384,Home in Antwerpen · ★5.0 · 4 bedrooms · 5 beds · 2 baths,114532208,Lise,,Zurenborg,51.20773,4.42835,Entire home/apt,590,90,3,2018-07-30,0.05,1,143,0,
25493896,Home in Antwerpen · ★5.0 · 1 bedroom · 1 bed · 1 private bath,192406503,Soufiane,,Amandus - Atheneum,51.2193,4.42581,Private room,55,5,11,2023-09-07,0.20,2,178,9,
25507520,Home in Antwerpen · ★4.81 · 3 bedrooms · 5 beds · 3 baths,119340787,Matteo,,Centraal Station,51.21668,4.42633,Entire home/apt,140,2,49,2023-07-30,0.78,1,176,7,
25515794,Rental unit in Antwerpen · ★4.91 · 1 bedroom · 1 bed · 1.5 baths,52384223,Annelies,,Deurne Zuid West,51.21006,4.45738,Entire home/apt,59,1,78,2021-09-19,1.22,2,0,0,
25532901,Rental unit in Antwerpen · ★4.72 · 1 bedroom · 1 bed · 1 bath,174932988,Olivier,,Universiteitsbuurt,51.21967,4.41386,Entire home/apt,89,2,153,2023-07-24,2.37,5,0,9,
25610607,Guest suite in Antwerpen · 2 bedrooms · 1 bed · 1 private bath,192406503,Soufiane,,Amandus - Atheneum,51.21923,4.42517,Private room,120,1,1,2018-07-29,0.02,2,0,0,
25854261,Rental unit in Antwerpen · ★4.18 · Studio · 1 bed · 1 bath,157933790,Sander,,Theaterbuurt-Meir,51.21926,4.41496,Entire home/apt,68,5,12,2020-02-09,0.19,1,0,0,
25960097,Rental unit in Antwerpen · ★4.92 · 1 bedroom · 1 bed · 1 bath,193627086,Willy,,Historisch Centrum,51.2216,4.40156,Entire home/apt,59,10,39,2023-09-12,0.62,2,0,6,
25973713,Home in Antwerpen · ★4.86 · 4 bedrooms · 14 beds · 5 baths,4113286,Kathleen,,Sint-Andries,51.21551,4.3964,Entire home/apt,531,2,58,2023-09-17,0.91,2,150,10,
26023466,Rental unit in Antwerpen · ★4.85 · 2 bedrooms · 3 beds · 1 bath,195447870,Barbara,,Historisch Centrum,51.22712,4.40483,Entire home/apt,86,1,402,2023-09-21,6.29,3,313,121,
26163757,Rental unit in Antwerpen · 2 bedrooms · 4 beds · 1 bath,838789,Sarah,,Borgerhout Intra Muros Noord,51.21709,4.43787,Entire home/apt,73,5,0,,,1,0,0,
26175436,Rental unit in Antwerpen · ★4.44 · 1 bedroom · 1 bed · 1 shared bath,70971751,Dries,,Tentoonstellingswijk,51.19143,4.39752,Private room,55,3,10,2023-05-22,0.16,1,0,4,
26181108,Rental unit in Antwerpen · ★4.97 · 2 bedrooms · 2 beds · 1 bath,37722028,Zouhra,,Stuivenberg,51.21944,4.43226,Entire home/apt,108,2,73,2023-09-10,1.16,4,341,16,
26298543,Rental unit in Antwerpen · ★4.87 · 1 bedroom · 1 bed · 1.5 baths,37722028,Zouhra,,Stuivenberg,51.221,4.43232,Entire home/apt,58,2,79,2023-09-12,1.24,4,339,24,
26317331,Rental unit in Antwerpen · 1 bedroom · 3 beds · 1 bath,197906689,Guy,,Wilrijk Centrum,51.17275,4.39162,Entire home/apt,75,120,1,2019-01-07,0.02,1,0,0,
26347234,Rental unit in Antwerpen · ★4.91 · 1 bedroom · 1 bed · 1 bath,193627086,Willy,,Historisch Centrum,51.22244,4.40145,Entire home/apt,40,30,11,2023-09-07,0.19,2,195,5,
26351917,Rental unit in Antwerpen · ★4.66 · 1 bedroom · 2 beds · 1.5 shared baths,10090207,Paul,,Theaterbuurt-Meir,51.21354,4.41066,Private room,60,2,29,2023-05-31,0.49,2,354,10,
26457685,Rental unit in Antwerpen · ★4.87 · 1 bedroom · 3 beds · 1 bath,198954594,Roy & Heidi,,Historisch Centrum,51.21978,4.40371,Entire home/apt,90,2,127,2022-08-28,2.00,1,0,0,
26464842,Townhouse in Antwerpen · ★4.89 · 1 bedroom · 1 bed · 1 bath,35217596,Irina,,Universiteitsbuurt,51.22181,4.40828,Entire home/apt,58,2,28,2022-09-03,0.44,1,4,0,
26477493,Loft in Antwerpen · ★4.67 · 2 bedrooms · 1 bed · 1.5 baths,66862862,Koen,,Amandus - Atheneum,51.22402,4.41852,Entire home/apt,110,2,9,2019-07-21,0.14,1,0,0,
26578804,Home in Antwerpen · ★4.77 · 2 bedrooms · 2 beds · 4 shared baths,164049778,Helio,,Stuivenberg,51.22754,4.42938,Private room,45,2,64,2023-08-26,1.01,1,341,11,
26592318,Condo in Antwerpen · ★4.75 · 2 bedrooms · 2 beds · 1 bath,103833743,Marnik,,Middelheim,51.18304,4.39287,Entire home/apt,250,2,28,2023-07-31,0.44,1,344,5,
26772734,Rental unit in Antwerpen · ★5.0 · 2 bedrooms · 2 beds · 1.5 baths,28419248,Hans,,Markgrave,51.1944,4.40152,Entire home/apt,120,28,46,2021-12-30,0.73,2,0,0,
26774974,Townhouse in Antwerpen · 1 bedroom · 2 beds · 1 bath,201323825,Tamara,,Brederode,51.20501,4.40326,Entire home/apt,85,7,0,,,1,173,0,
26802748,Townhouse in Antwerpen · ★4.83 · 2 bedrooms · 2 beds · 1 bath,34449017,Martha,,Borgerhout Intra Muros Zuid,51.21625,4.42953,Entire home/apt,96,3,29,2023-08-11,0.47,1,1,2,
26937582,Rental unit in Antwerpen · ★4.75 · 2 bedrooms · 2 beds · 1.5 baths,130014867,Steve,,Centraal Station,51.21554,4.41694,Entire home/apt,150,2,163,2023-09-11,2.59,1,60,39,
26954216,Guesthouse in Antwerpen · ★4.76 · 1 bedroom · 3 beds · 2.5 shared baths,202021039,Leonardo,,Borgerhout Intra Muros Noord,51.22241,4.44272,Private room,40,1,83,2023-09-10,1.35,5,161,33,
26991935,Guesthouse in Antwerpen · ★4.74 · 1 bedroom · 1 bed · 2.5 shared baths,202021039,Leonardo,,Borgerhout Intra Muros Noord,51.22261,4.44408,Private room,40,1,236,2023-09-02,3.84,5,138,54,
27082057,Condo in Antwerpen · 2 bedrooms · 3 beds · 2 baths,55116226,Philippe,,Hoogte,51.17658,4.39306,Entire home/apt,185,2,2,2022-08-01,0.14,2,146,0,
27132678,Rental unit in Antwerpen · 1 bedroom · 1 bed · 1 bath,29462814,Lina,,Zuid,51.20712,4.39325,Entire home/apt,95,1,1,2020-02-28,0.02,1,83,0,
27150005,Loft in Antwerpen · ★5.0 · 2 bedrooms · 2 beds · 1.5 baths,29175132,Astrid,,Stuivenberg,51.23147,4.42394,Entire home/apt,130,10,3,2022-05-29,0.18,1,296,0,
27195796,Rental unit in Antwerpen · ★3.70 · 2 bedrooms · 3 beds · 1 bath,60776484,Michael,,Theaterbuurt-Meir,51.2174,4.40461,Entire home/apt,133,7,11,2022-12-30,0.18,1,83,2,
27288680,Rental unit in Antwerpen · ★4.16 · 1 bedroom · 1 bed · 1 shared bath,142235853,Prince,,Middelheim,51.18198,4.39218,Private room,50,2,19,2023-03-19,0.37,2,326,6,
27479453,Loft in Antwerpen · 2 bedrooms · 2 beds · 1.5 baths,166595468,Lien,,Amandus - Atheneum,51.22669,4.41897,Entire home/apt,250,2,1,2019-01-02,0.02,1,0,0,
27489768,Rental unit in Antwerpen · ★4.45 · 2 bedrooms · 3 beds · 1 bath,110993942,Rev,,Amandus - Atheneum,51.21999,4.42154,Entire home/apt,131,2,20,2023-06-19,0.32,16,324,3,
27490882,Rental unit in Antwerpen · ★3.90 · 1 bedroom · 1 bed · 1 bath,110993942,Rev,,Amandus - Atheneum,51.21925,4.42378,Entire home/apt,99,2,10,2022-10-09,0.16,16,327,1,
27564444,Rental unit in Antwerpen · ★5.0 · 1 bedroom · 1 bed · 1 bath,5187214,Koenraad,,Harmonie,51.208656,4.405282,Entire home/apt,93,14,8,2023-07-30,0.14,1,123,3,
27567210,Rental unit in Antwerpen · ★4.75 · 1 bedroom · 1 bed · 1 bath,7716505,Thomas,,Dam,51.2332,4.42201,Entire home/apt,75,2,8,2021-10-03,0.13,1,0,0,
27625759,Condo in Antwerpen · ★4.80 · 1 bedroom · 2 beds · 1.5 baths,56497782,Katrin,,Eilandje,51.2314269,4.4142679,Entire home/apt,96,2,5,2023-09-17,2.14,1,322,5,
27645909,Condo in Antwerpen · ★5.0 · 2 bedrooms · 2 beds · 1 bath,6898138,Sammy,,Zurenborg,51.21013,4.42641,Entire home/apt,120,14,53,2023-07-27,0.86,1,108,14,
27654970,Rental unit in Antwerpen · ★4.82 · 2 bedrooms · 3 beds · 2 baths,114044941,Mila,,Sint-Andries,51.21532,4.39779,Entire home/apt,137,2,192,2023-09-01,3.09,1,132,38,
27738708,Rental unit in Antwerpen · ★4.10 · Studio · 1 bed · 1 bath,118536151,Pim,,Amandus - Atheneum,51.22058,4.4182,Entire home/apt,495,1,70,2020-12-15,1.13,11,365,0,
27742986,Townhouse in Antwerpen · 6 bedrooms · 6 beds · 2 shared baths,118536151,Pim,,Brederode,51.20733,4.39893,Private room,35,90,0,,,11,365,0,
27743237,Rental unit in Antwerpen · ★4.98 · 1 bedroom · 2 beds · 1.5 baths,26424945,Sven,,Universiteitsbuurt,51.220905,4.407016,Entire home/apt,229,2,121,2023-08-19,4.40,1,111,32,
27755042,Place to stay in Antwerpen · ★4.52 · 1 bedroom · 2 beds · 1 private bath,15780894,Simon,,Universiteitsbuurt,51.2236,4.40628,Private room,58,1,271,2023-08-27,4.42,10,28,63,
27777408,Guesthouse in Antwerpen · ★4.85 · 1 bedroom · 1 bed · 2.5 shared baths,202021039,Leonardo,,Borgerhout Intra Muros Noord,51.22066,4.442,Private room,40,1,165,2023-09-12,2.69,5,151,29,
27817305,Townhouse in Antwerpen · ★5.0 · 2 bedrooms · 3 beds · 1 bath,2662125,Willem,,Stuivenberg,51.22147,4.43811,Entire home/apt,75,3,9,2023-07-11,0.15,1,0,1,
27844982,Townhouse in Antwerpen · ★4.66 · 1 bedroom · 1 bed · 1 shared bath,210284502,Trix,,Borgerhout Intra Muros Noord,51.22268,4.4429,Private room,31,3,68,2023-09-14,1.17,2,51,31,
27851653,Home in Antwerpen · ★4.85 · 4 bedrooms · 15 beds · 2.5 baths,210338683,Daria,,Ekeren Centrum,51.28097,4.41861,Entire home/apt,1000,2,173,2023-08-20,2.84,2,331,17,
27870003,Rental unit in Antwerpen · ★4.84 · 2 bedrooms · 2 beds · 1.5 baths,157246706,Erik,,Historisch Centrum,51.21928,4.40419,Entire home/apt,75,2,113,2022-08-28,1.84,1,0,0,
27930363,Townhouse in Antwerpen · ★4.82 · 2 bedrooms · 5 beds · 2.5 baths,210980516,Kathleen,,Sint-Andries,51.21773147583008,4.397923946380615,Entire home/apt,263,2,28,2023-08-17,0.46,2,321,9,
27951988,Townhouse in Antwerpen · ★4.60 · 2 bedrooms · 3 beds · 2 baths,210980516,Kathleen,,Sint-Andries,51.21709060668945,4.395060062408447,Entire home/apt,209,2,10,2023-08-22,0.34,2,332,5,
27997150,Rental unit in Antwerpen · Studio · 1 bed · 1 bath,2107935,Emily,,Haringrode,51.20465,4.41685,Entire home/apt,96,6,0,,,1,358,0,
28087662,Townhouse in Antwerpen · ★4.89 · 1 bedroom · 1 bed · 1 private bath,26663841,Carlos,,Universiteitsbuurt,51.22201,4.40921,Private room,81,2,166,2023-07-31,2.78,1,0,40,
28124882,Townhouse in Antwerpen · 7 bedrooms · 4 beds · 1.5 baths,118536151,Pim,,Amandus - Atheneum,51.22759,4.42338,Entire home/apt,1950,1,0,,,11,362,0,
28214576,Guesthouse in Antwerpen · ★4.81 · 1 bedroom · 2 beds · 2.5 shared baths,202021039,Leonardo,,Borgerhout Intra Muros Noord,51.22054,4.44326,Private room,35,1,140,2022-12-28,2.28,5,0,2,
28217398,Rental unit in Antwerpen · ★4.69 · 2 bedrooms · 2 beds · 1 bath,50838341,Erick,,Borgerhout Intra Muros Noord,51.21743,4.43219,Entire home/apt,63,2,39,2023-09-23,0.64,1,10,3,
28219481,Home in Antwerpen · 1 bedroom · 1 bed · 1 shared bath,3874708,Mimo,,Stuivenberg,51.22091,4.43646,Private room,350,1,0,,,1,364,0,
28330049,Rental unit in Antwerpen · ★4.77 · 1 bedroom · 1 bed · 1.5 baths,5045908,Monia,,Historisch Centrum,51.22238,4.40156,Entire home/apt,86,1,566,2023-09-02,9.90,1,287,113,
28363835,Rental unit in Antwerpen · ★4.95 · 2 bedrooms · 4 beds · 1.5 baths,43247005,Rebecca,,Historisch Centrum,51.21979,4.40179,Entire home/apt,216,1,150,2023-09-14,2.45,14,354,16,
28374792,Rental unit in Antwerpen · ★4.43 · Studio · 2 beds · 1 bath,65855928,Jo,,Stadspark,51.20753,4.41091,Entire home/apt,45,2,84,2023-07-17,1.38,4,109,9,
28379011,Rental unit in Antwerpen · ★4.64 · 1 bedroom · 2 beds · 1 bath,65855928,Jo,,Stadspark,51.20706,4.41092,Entire home/apt,71,7,105,2023-09-12,1.73,4,154,16,
28401157,Rental unit in Antwerpen · ★4.77 · 1 bedroom · 1 bed · 1.5 baths,26368589,Caroline,,Deurne Oost,51.22263,4.48321,Private room,40,1,70,2023-09-10,1.16,1,67,12,
28434123,Rental unit in Antwerpen · ★4.97 · 2 bedrooms · 3 beds · 2 baths,37722028,Zouhra,,Stuivenberg,51.22083,4.43078,Entire home/apt,158,2,86,2023-09-03,1.46,4,341,21,
28621534,Rental unit in Antwerpen · ★4.66 · 1 bedroom · 2 beds · 1 bath,215997412,Viliana,,Universiteitsbuurt,51.22106,4.41609,Entire home/apt,89,1,205,2023-09-14,3.37,1,15,68,
28677510,Townhouse in Antwerpen · ★4.83 · 1 bedroom · 1 bed · 1 private bath,113627827,Jeanine,,Zuid,51.20958,4.39906,Private room,80,1,53,2023-09-17,1.20,2,175,26,
28693154,Condo in Antwerpen · ★4.76 · 1 bedroom · 1 bed · 1 bath,216462773,Dean,,Stadspark,51.21561,4.41477,Entire home/apt,92,1,636,2023-09-19,10.54,2,41,135,
28772811,Loft in Antwerpen · ★4.67 · 1 bedroom · 1 bed · 1 bath,71279617,Sten,,Dam,51.23094,4.43181,Entire home/apt,100,2,6,2021-08-01,0.10,1,0,0,
28778081,Townhouse in Antwerpen · ★4.92 · 3 bedrooms · 3 beds · 1.5 baths,173381402,Anneke,,Brederode,51.20324,4.39226,Entire home/apt,120,2,25,2021-08-21,0.42,1,0,0,
28808213,Rental unit in Antwerpen · ★4.39 · 2 bedrooms · 2 beds · 1 bath,110993942,Rev,,Centraal Station,51.21832,4.42161,Entire home/apt,135,2,36,2023-04-23,0.60,16,331,2,
28808356,Rental unit in Antwerpen · ★4.40 · 1 bedroom · 1 bed · 1 bath,110993942,Rev,,Amandus - Atheneum,51.21977,4.42142,Entire home/apt,95,2,10,2022-07-30,0.17,16,326,0,
28839558,Rental unit in Borgerhout · ★4.85 · 1 bedroom · 1 bed · 1.5 baths,36350256,Kevin,,Borgerhout Intra Muros Zuid,51.21261,4.43217,Entire home/apt,91,2,26,2023-05-20,0.45,1,78,5,
28912521,Rental unit in Antwerpen · ★4.70 · 2 bedrooms · 2 beds · 1.5 baths,222831298,Arne,,Harmonie,51.21002,4.4063,Entire home/apt,80,2,122,2023-09-15,2.08,21,168,51,
28931007,Rental unit in Antwerpen · ★4.89 · 1 bedroom · 3 beds · 1 bath,115662416,Tom,,Historisch Centrum,51.22061,4.39819,Entire home/apt,70,4,45,2023-08-29,0.80,1,22,11,
29042185,Rental unit in Antwerpen · ★4.92 · Studio · 2 beds · 1 bath,59044569,Kevin,,Historisch Centrum,51.21997,4.40014,Entire home/apt,65,1,129,2021-01-30,2.16,3,0,0,
29227406,Rental unit in Antwerpen · ★4.77 · 1 bedroom · 1 bed · 1 bath,19889207,Alex,,Historisch Centrum,51.22398,4.40348,Entire home/apt,71,2,304,2023-09-09,5.08,4,150,60,
29250575,Rental unit in Antwerpen · ★4.58 · 2 bedrooms · 3 beds · 1.5 baths,220372450,Thomas And Jande,,Stuivenberg,51.22296,4.42654,Entire home/apt,100,14,74,2023-09-08,1.29,1,185,4,
29301255,Rental unit in Antwerpen · ★5.0 · 1 bedroom · 1 bed · 1 bath,43673173,Daan,,Centraal Station,51.21366,4.41752,Entire home/apt,153,2,11,2023-01-28,0.20,2,117,1,
29380915,Rental unit in Antwerpen · ★4.81 · 1 bedroom · 1 bed · 1 bath,221340726,Christine,,Centraal Station,51.21649,4.41974,Entire home/apt,80,5,54,2023-08-25,0.91,1,80,13,
29423576,Rental unit in Antwerpen · ★4.92 · 1 bedroom · 2 beds · 1 bath,127657940,Dirk & Kristin,,Theaterbuurt-Meir,51.21861,4.41316,Entire home/apt,112,2,130,2023-09-10,2.18,2,140,33,
29454542,Home in Antwerpen · ★4.48 · 1 bedroom · 1 bed · 1.5 shared baths,161228373,Laura,,Stuivenberg,51.226,4.43572,Private room,60,1,126,2023-07-31,2.11,2,285,17,
29562413,Rental unit in Antwerpen · ★4.75 · Studio · 2 beds · 1 bath,59044569,Kevin,,Historisch Centrum,51.22045,4.39926,Entire home/apt,65,1,100,2020-10-21,1.68,3,0,0,
29563117,Rental unit in Antwerpen · ★4.80 · Studio · 1 bed · 1 bath,59044569,Kevin,,Historisch Centrum,51.21997,4.40014,Entire home/apt,65,2,69,2021-01-01,1.16,3,0,0,
29565513,Rental unit in Antwerpen · ★4.46 · 1 bedroom · 2 beds · 1 bath,199142824,Donata,,Deurne Zuid West,51.19469,4.45794,Entire home/apt,133,3,13,2021-08-22,0.22,1,55,0,
29600232,Rental unit in Antwerpen · ★4.67 · Studio · 2 beds · 1 bath,222808625,Alex & Eli,,Stadspark,51.20993,4.4183,Entire home/apt,55,13,79,2023-08-04,1.34,1,94,12,
29605455,Rental unit in Antwerpen · ★4.77 · 2 bedrooms · 4 beds · 1.5 baths,222831298,Arne,,Harmonie,51.20922,4.4043,Entire home/apt,86,2,289,2023-09-08,4.95,21,165,64,
29683668,Condo in Antwerpen · ★4.99 · 1 bedroom · 1 bed · 1.5 baths,79434903,Tobias,,Historisch Centrum,51.21969,4.39822,Entire home/apt,102,1,200,2023-08-27,3.45,4,209,18,
29982984,Guesthouse in Antwerpen · ★4.85 · Studio · 1 bed · 1 bath,6880249,Sven,,Borgerhout Intra Muros Zuid,51.21349,4.43196,Entire home/apt,76,3,80,2023-09-03,1.39,1,32,14,
30088783,Condo in Antwerpen · ★4.24 · 1 bedroom · 1 bed · 1.5 baths,123487628,Christophe,,Harmonie,51.208349,4.4046506,Entire home/apt,51,2,21,2023-09-11,1.49,1,42,19,
30100357,Rental unit in Antwerpen · ★4.93 · 1 bedroom · 1 bed · 1 bath,19714669,Eline,,Stuivenberg,51.22727,4.42687,Entire home/apt,65,28,43,2023-02-28,0.73,1,0,1,
30127354,Serviced apartment in Antwerpen · ★4.58 · Studio · 4 beds · 1 bath,127787502,Olena,,Amandus - Atheneum,51.22407,4.4195,Entire home/apt,104,1,38,2023-07-25,0.65,18,232,8,
30259301,Townhouse in Antwerpen · ★4.75 · 1 bedroom · 2 beds · 1 private bath,109618168,Chantal & Christian,,Stuivenberg,51.21865,4.43041,Private room,78,2,12,2023-02-27,0.24,4,167,4,
30260501,Serviced apartment in Antwerpen · ★4.49 · 1 bedroom · 6 beds · 1 bath,127787502,Olena,,Amandus - Atheneum,51.22498,4.41895,Entire home/apt,104,1,45,2023-03-11,0.77,18,184,2,
30290226,Rental unit in Antwerpen · ★4.76 · 1 bedroom · 2 beds · 1.5 baths,222831298,Arne,,Theaterbuurt-Meir,51.20971,4.40488,Entire home/apt,69,2,193,2023-09-20,3.30,21,172,62,
30319385,Home in Antwerpen · ★4.55 · 3 bedrooms · 6 beds · 1 bath,67322181,Eli,,Universiteitsbuurt,51.21968,4.41384,Entire home/apt,293,1,89,2023-08-30,1.52,8,136,24,
30391008,Townhouse in Antwerpen · 6 bedrooms · 12 beds · 2 baths,228207262,Ann,,Harmonie,51.20826,4.40612,Entire home/apt,200,30,0,,,11,357,0,
30414610,Rental unit in Antwerpen · ★4.72 · 1 bedroom · 1 bed · 1 bath,110993942,Rev,,Amandus - Atheneum,51.21966,4.42307,Entire home/apt,99,2,18,2021-11-18,0.31,16,329,0,
30414744,Rental unit in Antwerpen · ★4.0 · 1 bedroom · 1 bed · 1 bath,110993942,Rev,,Centraal Station,51.21783,4.42188,Entire home/apt,93,2,5,2022-08-15,0.09,16,336,0,
30527484,Rental unit in Antwerpen · ★4.78 · 1 bedroom · 2 beds · 1 bath,66182654,Lieve,,Zuid,51.21209,4.39085,Entire home/apt,91,2,32,2023-07-23,0.56,1,263,15,
30669652,Rental unit in Antwerpen · ★4.91 · 2 bedrooms · 2 beds · 2 baths,5783178,Jeremy,,Centraal Station,51.21392,4.41638,Entire home/apt,119,3,103,2023-09-10,1.79,1,94,38,
30688137,Rental unit in Antwerpen · ★4.61 · 2 bedrooms · 4 beds · 1.5 baths,229705222,Xavier,,Universiteitsbuurt,51.22144,4.4054,Entire home/apt,99,2,161,2023-09-12,2.78,1,0,58,
30949150,Rental unit in Antwerpen · ★4.67 · 2 bedrooms · 2 beds · 1.5 baths,188263278,Christine,,Zuid,51.20975,4.38809,Entire home/apt,139,3,33,2022-10-27,0.57,3,77,1,
30957530,Place to stay in Antwerpen · ★4.44 · 2 beds · 1 private bath,15780894,Simon,,Universiteitsbuurt,51.22369,4.40654,Private room,55,1,288,2023-09-03,4.98,10,21,80,
30966880,Rental unit in Antwerpen · ★4.42 · Studio · 4 beds · 1.5 baths,127787502,Olena,,Amandus - Atheneum,51.22523,4.41756,Entire home/apt,153,1,46,2023-07-31,0.79,18,30,2,
30969571,Rental unit in Antwerpen · 2 bedrooms · 2 beds · 1.5 baths,188263278,Christine,,Zuid,51.20993,4.39623,Entire home/apt,125,3,0,,,3,0,0,
30975341,Rental unit in Antwerpen · ★4.60 · 2 bedrooms · 4 beds · 1 bath,228207262,Ann,,Historisch Centrum,51.22137,4.39612,Entire home/apt,99,28,5,2023-01-03,0.10,11,358,1,
30976395,Loft in Antwerpen · ★4.67 · 1 bedroom · 4 beds · 1 bath,228207262,Ann,,Historisch Centrum,51.22097,4.39673,Entire home/apt,99,28,3,2022-12-10,0.17,11,326,1,
30976426,Rental unit in Antwerpen · ★4.72 · 1 bedroom · 2 beds · 1 bath,175212893,Sanaz,,Markgrave,51.19336,4.41141,Entire home/apt,62,2,204,2023-08-28,3.54,2,142,53,
31015562,Rental unit in Antwerpen · ★4.84 · 1 bedroom · 1 bed · 1.5 shared baths,186966207,Leyla,,Kiel,51.18421,4.38735,Private room,39,2,32,2023-08-13,0.90,1,46,18,
31019383,Rental unit in Antwerpen · ★4.47 · 1 bedroom · 1 bed · 1 bath,219813019,Chij Kumar,,Historisch Centrum,51.22015,4.40016,Entire home/apt,54,1,376,2023-09-04,6.50,3,311,103,
31050843,Rental unit in Antwerpen · ★4.93 · 2 bedrooms · 3 beds · 1 bath,231937958,Mady,,Historisch Centrum,51.22161,4.4007,Entire home/apt,205,2,30,2023-09-22,0.57,2,284,17,
31064604,Rental unit in Antwerpen · ★4.78 · 1 bedroom · 2 beds · 1 bath,232060802,Nancy,,Harmonie,51.20076,4.40843,Entire home/apt,50,7,9,2023-08-12,0.16,1,206,1,
31087775,Rental unit in Antwerpen · ★4.58 · 1 bedroom · 3 beds · 1 bath,127787502,Olena,,Amandus - Atheneum,51.22352,4.41939,Entire home/apt,104,1,52,2023-05-16,0.90,18,183,5,
31167235,Home in Antwerpen · ★4.77 · 1 bedroom · 1 shared bath,232962937,Julie,,Neerland,51.16297,4.3873,Private room,50,1,53,2023-08-02,0.92,3,73,1,
31198531,Townhouse in Antwerpen · 2 bedrooms · 1 bed · 2 baths,7245252,Sara,,Borgerhout Intra Muros Noord,51.21542,4.43396,Entire home/apt,75,21,0,,,1,125,0,
31198633,Townhouse in Antwerpen · ★5.0 · 2 bedrooms · 2 beds · 1.5 shared baths,112280726,Béatrix,,Nieuw - Kwartier West,51.18542,4.42404,Private room,75,1,36,2023-09-10,0.63,1,25,2,
